Course,Topic,Term,Year,Sentence
Unstructured Data Analysis,Text,4,2,This approach is applied until convergence is achieved
Unstructured Data Analysis,Text,4,2,"There are two main disadvantages of the use of k-medoids based clustering algorithms, one of which is specific to the case of text data"
Unstructured Data Analysis,Text,4,2,One general disadvantage of k-medoids clus- tering algorithms is that they require a large number of iterations in order to achieve conver- gence and are therefore quite slow
Unstructured Data Analysis,Text,4,2,This is because each iteration requires the computation of an objective function whose time requirement is proportional to the size of the underlying corpus
Unstructured Data Analysis,Text,4,2,The second key disadvantage is that k-medoid algorithms do not work very well for sparse data such as text
Unstructured Data Analysis,Text,4,2,This is because a large fraction of document pairs do not have many words in common and the similarities between such document pairs are small (and noisy) values
Unstructured Data Analysis,Text,4,2,"Therefore, a single document medoid often does not contain all the concepts required in order to effectively build a cluster around it"
Unstructured Data Analysis,Text,4,2,"This characteristic is specific to the case of the information retrieval domain, because of the sparse nature of the underlying text data"
Unstructured Data Analysis,Text,4,2,The k-means clustering algorithm also uses a set of k representa- tives around which the clusters are built
Unstructured Data Analysis,Text,4,2,"However, these representatives are not necessarily obtained from the original data and are refined somewhat differently than a k-medoids ap- proach"
Unstructured Data Analysis,Text,4,2,The simplest form of the k-means approach is to start off with a set of k seeds from the original corpus and assign documents to these seeds on the basis of closest similarity
Unstructured Data Analysis,Text,4,2,"At the next iteration, the centroid of the assigned points to each seed is used to replace the seed in the last iteration"
Unstructured Data Analysis,Text,4,2,"In other words, the new seed is defined in such a way that it is a better central point for this cluster"
Unstructured Data Analysis,Text,4,2,This approach is continued until convergence
Unstructured Data Analysis,Text,4,2,One of the advantages of the k-means method over the k-medoids method is that it requires an extremely small number of iterations in order to converge
Unstructured Data Analysis,Text,4,2,The main disadvantage of the k-means method is that it is still quite sensitive to the initial set of seeds picked during the clustering
Unstructured Data Analysis,Text,4,2,"Secondly, the centroid for a given cluster of documents may contain a large number of words"
Unstructured Data Analysis,Text,4,2,This will slow down the similarity calculations at the next iteration
Unstructured Data Analysis,Text,4,2,"For example, another lightweight clustering method such as an agglomerative clustering technique can be used in order to decide the initial set of seeds"
Unstructured Data Analysis,Text,4,2,A second method for improving the initial set of seeds is to use some form of partial supervision in the process of initial seed creation
Unstructured Data Analysis,Text,4,2,This form of partial supervision can also be helpful in creating clusters which are designed for particular application-specific criteria
Unstructured Data Analysis,Text,4,2,Let’s take a closer look at the first two steps in detail to show how text model and network model are combined together
Unstructured Data Analysis,Text,4,2,"Suppose we are given a network with node set V = {1,"
Unstructured Data Analysis,Text,4,2,", n}"
Unstructured Data Analysis,Text,4,2,"For each pair of ordered nodes (i,j), let sij, record the information of the link from node i to node j"
Unstructured Data Analysis,Text,4,2,"sij could either be {0,1},N+, or any nonnegative value depending on the type of the link"
Unstructured Data Analysis,Text,4,2,"If sij ̸=0,wesaythereisadirectionallinkfromnodeitonodej,ornodeicitesj(equivalently,node j is cited by node i)"
Unstructured Data Analysis,Text,4,2,Let E = {(i → j) | sij ̸= 0} denote all the directional links in the network
Unstructured Data Analysis,Text,4,2,"Each node i has an associated “link-in” space, denoted by LI(i) ∈ V, which is the set of nodes that could possibly cite node i"
Unstructured Data Analysis,Text,4,2,"Similarly, each node i is associated with a “link-out” space denoted by LO(i) ∈ V, which is the set of nodes that could possibly been cited by node i"
Unstructured Data Analysis,Text,4,2,"Although in most cases we have LI(i) = LO(i) = V, in some scenarios such as citation of publications, the link-out space of a paper is the set of all papers that are older than the paper itself, and the link-in space is the set of all papers that are newer than the paper itself"
